Quest Title,Type,Objectives,Rewards,Required for Kappa,Previous Quest,next
Farming - Part 2,PickUp,"Find 2 Power cords in raid
Hand over 2 Power cords to Mechanic
Find 4 T-Shaped Plugs in raid
Hand over 4 T-Shaped Plugs to Mechanic
Find 2 Printed circuit boards in raid
Hand over 2 Printed circuit boards to Mechanic","+5,500 EXP
Mechanic Rep +0.02
15,000 Roubles
1× ASh-12 12.7x55 assault rifle
1× NIXXOR lens",Yes,"Previous:
Farming - Part 1","Leads to:
Farming - Part 3
Bad Habit
Broadcast - Part 1"
Bad Habit,PickUp,"Find 5 Malboro cigarettes in raid
Hand over 5 Malboro cigarettes to Mechanic
Find 5 Strike cigarettes in raid
Hand over 5 Strike cigarettes to Mechanic
Find 5 Wilston cigarettes in raid
Hand over 5 Wilston cigarettes to Mechanic","+6,700 EXP
Mechanic Rep +0.02
300 Euros
1× Glock 18C 9x19 machine pistol
300× 9x19mm Green Tracer
Unlocks barter for Bottle of OLOLO Multivitamins at Therapist LL1",Yes,"Previous:
Farming - Part 2","Leads to:
-"
Farming - Part 3,Completion,"Find the warehouse of seized goods on Customs
Obtain the package of graphics cards
Hand over the package of graphics cards to Mechanic","+6,500 EXP
Mechanic Rep +0.02
20,000 Roubles
1× UHF RFID Reader",Yes,"Previous:
Farming - Part 2","Leads to:
Farming - Part 4
Corporate Secrets
A Shooter Born in Heaven"
Farming - Part 4,PickUp,"Find 3 Graphics cards in raid
Hand over 3 Graphics cards to Mechanic
Find 15 CPU fans in raid
Hand over 15 CPU fans to Mechanic","+8,000 EXP
+3 Attention skill level
Mechanic Rep +0.02
1× Pistol case
1× Glock 17 9x19 pistol (variant Viper)
2× Physical Bitcoin
4× Tetriz portable game console",Yes,"Previous:
Farming - Part 3","Leads to:
Fertilizers
Import
Energy Crisis"
Psycho Sniper,Skill,"Reach the required Sniper Rifles skill level of 10
Eliminate 5 PMC operatives without dying while using a bolt-action rifle","+26,700 EXP
+3 Sniper Rifles skill levels
+2 Intellect skill levels
+2 Perception skill levels
+1 Stress Resistance skill level
Mechanic Rep +0.03
150,000 Roubles
Unlocks barter for Kalashnikov AK-104 7.62x39 assault rifle (variant T-SAW) at Mechanic LL3",Yes,"Previous:
Wet Job - Part 6","Leads to:
-"
A Shooter Born in Heaven,Elimination,"Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Woods
Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Reserve
Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Shoreline
Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Customs
Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Lighthouse
Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Streets of Tarkov
Eliminate 5 PMC operatives with a headshot while using a bolt-action rifle on Interchange","+12,500 EXP
+5 Sniper Rifles skill level
Mechanic Rep +0.03
150,000 Roubles
1× HK G28 7.62x51 marksman rifle
2× HK417/G28 7.62x51 20-round magazine
40× 7.62x51mm M993
3× GP coin
Unlocks purchase of Magazine case at Mechanic LL3
Unlocks purchase of HK G28 7.62x51 marksman rifle at Jaeger LL4",Yes,"Previous:
Farming - Part 3","Leads to:
-"
Fertilizers,PickUp,"Find 5 Bundle of wires in raid
Find 5 Capacitors in raid
Hand over 5 Bundle of wires to Mechanic
Hand over 5 Capacitors to Mechanic","+17,200 EXP
Mechanic Rep +0.02
65,000 Roubles
2× Physical Bitcoin
Unlocks purchase of HK USP .45 ACP pistol (variant Match) at Mechanic LL3
Unlocks craft for 9x19mm PBP gzh at Workbench level 3
Unlocks craft for 9x19mm RIP at Workbench level 3",Yes,"Previous:
Farming - Part 4","Leads to:
-"
Import,PickUp,"Find 1 UHF RFID Fixed Reader in raid
Find 1 VPX Flash Storage Module in raid
Hand over 1 UHF RFID Fixed Reader to Mechanic
Hand over 1 VPX Flash Storage Module to Mechanic","+29,000 EXP
Mechanic Rep +0.03
Jaeger Rep -0.01
85,000 Roubles
2× Physical Bitcoin
1× Iridium military thermal vision module
1× Trijicon REAP-IR thermal scope
Unlocks purchase of 4.6x30mm FMJ SX at Mechanic LL4",Yes,"Previous:
Farming - Part 4","Leads to:
-"
Chemistry Closet,Completion,"Locate Sanitar's office in the health resort
Survive and extract from the location","+13,400 EXP
Mechanic Rep +0.05
1,000 Euro
2× SilencerCo Hybrid 46 multi-caliber sound suppressor
1× Graphics card
Unlocks barter for T H I C C Weapon case at Mechanic LL4",Yes,"Previous:
Colleagues - Part 1
Anesthesia","Leads to:
The Huntsman Path - Sadist
Colleagues - Part 3
Calibration"
Calibration,Elimination,Eliminate 20 PMCs from at least 100m away,"+93,000 EXP
+1 Perception skill level
1× Armband (Kiba Arms)
5× Can of thermite
Unlocks purchase of 5.45x39mm 7N40 at Prapor LL4
Unlocks barter for Altyn bulletproof helmet (Olive Drab) at Ragman LL4",No,"Previous:
Chemistry Closet","Leads to:
The Courier"
The Courier,Completion,"Stash a Trijicon REAP-IR scope under the base of the yellow crane at the construction site on Customs
Stash a Trijicon REAP-IR scope behind the trash containers at the ""new"" gas station on Customs","+137,000 EXP
+1 Crafting skill level
+1 Intellect skill level
1× SWORD International Mk-18 .338 LM marksman rifle",No,"Previous:
Calibration","Leads to:
-"
Corporate Secrets,Exploration,"Find the data on water pump operation
Hand over the extracted data
Find the data on pumping station operation
Hand over the extracted data","+8,000 EXP
Mechanic Rep +0.02
40,000 Roubles
Unlocks barter for Kalashnikov AK-104 7.62x39 assault rifle (variant RPKT mod.1) at Mechanic LL1
Unlocks purchase of DevTac Ronin ballistic helmet at Mechanic LL2",Yes,"Previous:
Farming - Part 3","Leads to:
Surveillance"
Energy Crisis,Exploration,"Find and mark the group of fuel tanks with an MS2000 Marker on Lighthouse
Find and mark the first tanker truck with an MS2000 Marker on Lighthouse
Find and mark the second tanker truck with an MS2000 Marker on Lighthouse
Find and mark the third tanker truck with an MS2000 Marker on Lighthouse","+13,000 EXP
Mechanic Rep +0.02
75,000 Roubles
Unlocks barter for FN SCAR-L 5.56x45 assault rifle (variant Contract Wars) at Mechanic LL2
Unlocks purchase of Tromix Monster Claw 12ga muzzle brake at Mechanic LL3
Unlocks purchase of Granit 4 ballistic plate (Front) at Prapor LL4",Yes,"Previous:
Farming - Part 4","Leads to:
-"
Broadcast - Part 1,Completion,"Locate the hidden recording studio on Lighthouse
Place a Signal Jammer inside the studio","6,700 EXP
650 Euros
Mechanic Rep +0.03
Can of thermite
Pack of nails",Yes,"Previous:
Farming - Part 2","Leads to:
Broadcast - Part 2"
Broadcast - Part 2,Completion,"Locate the place of bloody broadcast inside the grocery store on Streets of Tarkov
Survive and extract from the location","7,400 EXP
Mechanic Rep +0.02
44,000 Roubles
1x Steyr AUG A1 5.56x45 assault rifle
3× Steyr AUG 5.56x45 10-round magazine
60× 5.56x45mm M855",No,"Previous:
Broadcast - Part 1","Leads to:
Broadcast - Part 3
Surveillance
Watching You"
Surveillance,PickUp,"Obtain the data on vehicle movement at the Concordia residential complex parking lot on Streets of Tarkov
Hand over the information","+22,800 EXP
Mechanic Rep +0.02
126,000 Roubles
1× Military power filter",No,"Previous:
Broadcast - Part 2
Corporate Secrets","Leads to:
Developer's Secrets - Part 1"
Watching You,PickUp,"Locate the surveillance spot on Streets of Tarkov
Obtain the observation results","+18,500 EXP
Mechanic Rep +0.02
94,000 Roubles
2× Military cable",No,"Previous:
Broadcast - Part 2","Leads to:
-"
Network Provider - Part 1,PickUp,"Hand over the 4 found in raid Electronic components
Hand over the 4 found in raid Military COFDM Wireless Signal Transmitters
Hand over the 4 found in raid Gas analyzers
Hand over the 4 found in raid Broken GPhone smartphones","+18,600 EXP
Mechanic Rep +0.01",No,"Previous:
-","Leads to:
Network Provider - Part 2 (+1-9hr)"
Network Provider - Part 2,Discovery,"Set up the retransmitter inside the MI-8 helicopter at the water treatment plant
Set up the retransmitter inside the abandoned USEC cottage
Set up the retransmitter at a high elevation overlooking the lighthouse
Set up the retransmitter on the roof of the sunken building at the shore","+19,100 EXP
Mechanic Rep +0.01",No,"Previous:
Network Provider - Part 1 (+1-9hr)","Leads to:
Assessment - Part 1"
Assessment - Part 1,Elimination,Eliminate 20 PMC operatives at the Lighthouse premises,"+23,500 EXP
Mechanic Rep +0.01",No,"Previous:
Network Provider - Part 2","Leads to:
Assessment - Part 2"
Assessment - Part 2,Discovery,"Locate and mark the first bunker with an MS2000 marker on Woods
Locate and mark the second bunker with an MS2000 marker on Woods
Locate and mark the third bunker with an MS2000 marker on Woods
Locate and mark the fourth bunker with an MS2000 marker on Woods","+24,200 EXP
Mechanic Rep +0.01",No,"Previous:
Assessment - Part 1","Leads to:
Assessment - Part 3"
Assessment - Part 3,PickUp / Elimination,"Eliminate 10 Raiders in The Lab
Hand over the 20 found in raid SJ1 TGLabs combat stimulant injector
Hand over the 8 found in raid SJ6 TGLabs combat stimulant injector
Hand over the 2 found in raid SJ9 TGLabs combat stimulant injector","+24,800 EXP
Mechanic Rep +0.01",No,"Previous:
Assessment - Part 2","Leads to:
Key to the Tower (+24hr)"
Key to the Tower,PickUp,"Hand over the 2 found in raid Pieces of plexiglass
Hand over the found in raid Insulating tape
Hand over the 2 found in raid Military circuit boards
Hand over the found in raid Military COFDM Wireless Signal Transmitter
Hand over the found in raid Working LCD
Obtain the Radio transmitter body on Lighthouse
Hand over the Radio transmitter body","+30,500 EXP
Mechanic Rep +0.01",No,"Previous:
Assessment - Part 3 (+24hr)","Leads to:
Knock-Knock (+24hr)"
Knock-Knock,Completion,"Check if the radio transmitter works near the Lighthouse peninsula
Survive and extract from the location","+31,300 EXP
Mechanic Rep +0.01
Lightkeeper Rep +0.01",No,"Previous:
Key to the Tower (+24hr)","Leads to:
Getting Acquainted"
Getting Acquainted,PickUp,"Obtain the V3 Flash drive on Lighthouse
Reflash the Radio transmitter
Hand over the flash drive
Visit the lighthouse building","+32,000 EXP
Mechanic Rep +0.01",No,"Previous:
Knock-Knock","Leads to:
Information Source
Top Secret (+21-22hr)"
Make Amends - Buyout,Loyalty,"Hand over 1,000,000 RUB",Lightkeeper Rep +0.01,No,"Previous:
-","Leads to:
Make Amends - Equipment"
Make Amends - Equipment,PickUp,Hand over the 4 found in raid SVDS sniper rifles,Lightkeeper Rep +0.01,No,"Previous:
Make Amends - Buyout","Leads to:
Make Amends"
Make Amends,PickUp,"Obtain the V3 Flash drive on Lighthouse
Reflash the Radio transmitter
Hand over the flash drive
Visit the lighthouse building","Mechanic Rep +0.01
Lightkeeper Rep +0.01",No,"Previous:
Make Amends - Equipment","Leads to:
-"
The Door,Completion,"Locate the cause of the signal jamming on Streets of Tarkov
Install a WI-FI Camera to watch the door
Install a WI-FI Camera to watch the stairwell
Survive and extract from the location","+30,200 EXP
Mechanic Rep +0.01
500 Euros
1× Rusted bloody key
1× Beretta M9A3 9x19 pistol
1× Remington Model 870 12ga pump-action shotgun",No,"Previous:
Signal - Part 3 (+2hr)","Leads to:
-"
Steady Signal,Completion,"Mark the first weather station with an MS2000 Marker on Woods
Mark the second weather station with an MS2000 Marker on Woods
Mark the third weather station with an MS2000 Marker on Woods
Mark the fourth weather station with an MS2000 Marker on Woods
Mark the fifth weather station with an MS2000 Marker on Woods","+14,000 EXP
Mechanic Rep +0.02
50,000 Roubles
1× Military cable
1× Military circuit board",No,"Previous:
Signal - Part 4","Leads to:
-"
Developer's Secrets - Part 1,Exploration,"Locate the IT firm office on Streets of Tarkov
Unravel the secret of the firm's success
Survive and extract from the location","+23,000 EXP
Mechanic Rep +0.02
130,000 Roubles
1× PC CPU
1× CPU fan
1× Pliers Elite
1× Awl",No,"Previous:
Surveillance","Leads to:
Developer's Secrets - Part 2"
Developer's Secrets - Part 2,Exploration,"Unravel the secret of the IT firm's employees' high morale on Streets of Tarkov
Survive and extract from the location","+25,400 EXP
Mechanic Rep +0.02
174,000 Roubles
1× Pressure gauge
3× Silicone tube",No,"Previous:
Developer's Secrets - Part 1","Leads to:
-"
